recipedetails,S0-Q1-yesno
"Spread frozen wings on shallow pan in one layer. Bake at 450 degrees for 30 minutes (or 45 minutes) for large quantities. Then place in one of sauces, tossing to coat thoroughly: 1. Butter-Durkee hot sauce mix, which has been posted a couple of times (the Anchor Bar's 'original way'). 2. 2 parts Durkee's redhot sauce, 1 part lemon juice and salad oil (each), and, for one quart Durkee's and 1 pint each lemon juice and salad oil, 4 tsp. dried basil, 2 tsp. powdered onion, and 1 tsp. powdered garlic. Dip cooked wings immediately into sauce. 3. Sweet-sour Apricot Sauce: Blend 1/2 cup Apricot Preserves, 1/4 cup Russian dressing, 1 Tbsp. water, and 1 1/2 tsp. dried onion soup mix. (3/4 cup) Toss cooked wings immediately. General tips: Allow 3/4 cup sauce for 24 wing portions. Use a 9x13x2 pan for 24 wings.",yes
Pat ground meat in bottom of 9 x 13 inch pan. Pour frozen French fries over top. Mix cream of mushroom soup with soup can of milk. Pour over French fries. Bake in 350 degree oven for 60-75 minutes until golden brown. Serve with Ketchup for the fries. Kids favorite.,yes
"Preheat the oven to 350F. Cut the squash in half lengthwise and scoop out the seeds and stringy center. Oil each half gently with olive oil or cooking spray, put face down on a cookie sheet and bake until tender (about 25-40 minutes).",yes
"Preheat the oven to 350F. Cut the squash in half lengthwise and scoop out the seeds and stringy center. Oil each half gently with olive oil or cooking spray, put face down on a cookie sheet and bake until tender (about 25-40 minutes). Meanwhile heat a soup pot over medium heat. Add a tablespoon of olive oil, the onion, celery, carrot, leek, pepper, garlic, curry powder, ginger and a good pinch of salt and pepper. Stir regularly and sweat for about 10 minutes or until veggies soften a bit. Add stock and bring to a simmer. Add lentils and stir regularly at a simmer for 15 minutes.",yes
"Preheat the oven to 350F. Cut the squash in half lengthwise and scoop out the seeds and stringy center. Oil each half gently with olive oil or cooking spray, put face down on a cookie sheet and bake until tender (about 25-40 minutes). Meanwhile heat a soup pot over medium heat. Add a tablespoon of olive oil, the onion, celery, carrot, leek, pepper, garlic, curry powder, ginger and a good pinch of salt and pepper. Stir regularly and sweat for about 10 minutes or until veggies soften a bit. Add stock and bring to a simmer. Add lentils and stir regularly at a simmer for 15 minutes. When squash is tender scoop out and gently mash and stir into the soup. Stir the coconut milk into the soup until well incorporated. Taste and correct for seasoning then served.",no
Make same as Lemon Jelly. Serve with sugar and cream.,yes
Take the honeydew melon and cut it in half. Scrape out seeds.,yes
Take the honeydew melon and cut it in half. Scrape out seeds. Fill the inside of honeydew with watermelon slices and blueberries. Serve with spoon.,no
Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking.,no
Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle.,no
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat. Drizzle a little olive oil on the griddle and place the sliced mushrooms and onions to grill.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat. Drizzle a little olive oil on the griddle and place the sliced mushrooms and onions to grill. Season the mushrooms and onions with a dash of salt and black pepper.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat. Drizzle a little olive oil on the griddle and place the sliced mushrooms and onions to grill. Season the mushrooms and onions with a dash of salt and black pepper. Place the blanched broccoli on the heated griddle and drizzle with olive oil.  Season the broccoli with a little salt and black pepper.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat. Drizzle a little olive oil on the griddle and place the sliced mushrooms and onions to grill. Season the mushrooms and onions with a dash of salt and black pepper. Place the blanched broccoli on the heated griddle and drizzle with olive oil.  Season the broccoli with a little salt and black pepper. When the chicken is cooked place it on a platter.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat. Drizzle a little olive oil on the griddle and place the sliced mushrooms and onions to grill. Season the mushrooms and onions with a dash of salt and black pepper. Place the blanched broccoli on the heated griddle and drizzle with olive oil.  Season the broccoli with a little salt and black pepper. When the chicken is cooked place it on a platter. In the same pan the chicken was cooked in, drizzle a little olive oil and place the tomatoes, basil and garlic.  Add the Worcestershire sauce, black pepper, salt and brown sugar.  Sauté until the tomatoes are soft and the garlic is fragrant.  This will only take a minute or two.",yes
"Prepare rice with a dash of turmeric and a dash of ginger in the water while cooking. Heat a large frying pan and a griddle. Place the chicken breasts in a bowl and add the soy sauce, teriyaki sauce, line juice, oyster sauce and fish sauce and toss. Drizzle a little olive oil in the heated frying pan and add the chicken to cook and achieve a beautiful golden color. You can tell if the chicken is done by the firmness of the meat. Drizzle a little olive oil on the griddle and place the sliced mushrooms and onions to grill. Season the mushrooms and onions with a dash of salt and black pepper. Place the blanched broccoli on the heated griddle and drizzle with olive oil.  Season the broccoli with a little salt and black pepper. When the chicken is cooked place it on a platter. In the same pan the chicken was cooked in, drizzle a little olive oil and place the tomatoes, basil and garlic.  Add the Worcestershire sauce, black pepper, salt and brown sugar.  Sauté until the tomatoes are soft and the garlic is fragrant.  This will only take a minute or two. Top the onions, mushrooms and chicken with the tomato sauce.  Garnish the plate with the grilled broccoli and serve with the rice.",yes
Preheat oven to 350 degrees.,no
"Preheat oven to 350 degrees. Cook chicken until it starts to color, about 30 minutes.",no
"Preheat oven to 350 degrees. Cook chicken until it starts to color, about 30 minutes. Add peppers, onions, and mushrooms. Cook another 30 minutes.",no
"Preheat oven to 350 degrees. Cook chicken until it starts to color, about 30 minutes. Add peppers, onions, and mushrooms. Cook another 30 minutes. Sprinkle the chicken and veggies with salt, pepper, garlic powder, oregano, and basil, and top with crushed tomatoes. Mix, adding a little bit of water if the sauce is too thick. Cook another 30 minutes.",no
